%  columns="iteration, evaluation, sigma, max axis length,  min axis length, all principle axes lengths  (sorted square roots of eigenvalues of C)", seed=492923, Thu Feb 21 10:05:43 2013
0 1 0.1 1.0 1.0 1.0 1.0
1 7 0.117796030156 1.0 1.0 1.0 1.0
2 13 0.112349128329 1.23821524288 0.870688857992 0.870688857992 1.23821524288
3 19 0.128077845681 1.1561384368 0.769559976382 0.769559976382 1.1561384368
4 25 0.156659152444 1.29537592318 0.679539559683 0.679539559683 1.29537592318
5 31 0.214889724409 1.48629300131 0.601484084638 0.601484084638 1.48629300131
6 37 0.336232389432 1.87814051995 0.534480975724 0.534480975724 1.87814051995
7 43 0.380785259719 1.96429574065 0.557136397481 0.557136397481 1.96429574065
8 49 0.390831613178 1.85607580496 0.519185657008 0.519185657008 1.85607580496
9 55 0.382596954357 1.78838440692 0.494269336543 0.494269336543 1.78838440692
10 61 0.350664440355 1.62494471582 0.517597128175 0.517597128175 1.62494471582
11 67 0.282490314417 1.43848287345 0.511123140123 0.511123140123 1.43848287345
12 73 0.256935855999 1.26699454214 0.454421657284 0.454421657284 1.26699454214
13 79 0.2006523952 1.16388446076 0.439500898489 0.439500898489 1.16388446076
14 85 0.225938926654 1.01531582475 0.391048209833 0.391048209833 1.01531582475
15 91 0.18159996236 0.93644154929 0.426129085453 0.426129085453 0.93644154929
16 97 0.167836300897 0.817894988945 0.401798453708 0.401798453708 0.817894988945
17 103 0.184649770112 0.726497108137 0.407262408238 0.407262408238 0.726497108137
18 109 0.203021163331 0.717636062429 0.427973923788 0.427973923788 0.717636062429
19 115 0.154739721955 0.632368456978 0.461757254189 0.461757254189 0.632368456978
20 121 0.121951447781 0.552173641447 0.422168937007 0.422168937007 0.552173641447
21 127 0.0961144280785 0.498426403066 0.394369685346 0.394369685346 0.498426403066
22 133 0.086719489221 0.444559920086 0.353791369058 0.353791369058 0.444559920086
23 139 0.0654680993935 0.430157576888 0.313400715907 0.313400715907 0.430157576888
24 145 0.0526876521747 0.375575497496 0.281257993684 0.281257993684 0.375575497496
25 151 0.0440141361514 0.335284294026 0.251735698077 0.251735698077 0.335284294026
26 157 0.0339832091721 0.326522120043 0.224649944908 0.224649944908 0.326522120043
27 163 0.0254727596506 0.286552861329 0.199385753193 0.199385753193 0.286552861329
28 169 0.0259244273651 0.250663555156 0.1746151857 0.1746151857 0.250663555156
29 175 0.0243758252607 0.268391345542 0.15380114854 0.15380114854 0.268391345542
30 181 0.0217586057549 0.282199545503 0.137605424924 0.137605424924 0.282199545503
31 187 0.0218054791815 0.281463324491 0.120485174296 0.120485174296 0.281463324491
32 193 0.0168194873241 0.290734899263 0.104713074598 0.104713074598 0.290734899263
33 199 0.0139627331539 0.255315753793 0.0935096461519 0.0935096461519 0.255315753793
34 205 0.0129606734539 0.23738715636 0.0814043588505 0.0814043588505 0.23738715636
35 211 0.0124704293072 0.221480817045 0.0786287255764 0.0786287255764 0.221480817045
36 217 0.0122545056272 0.209465677942 0.0715548472463 0.0715548472463 0.209465677942
37 223 0.0103578572521 0.213254180984 0.0631490333499 0.0631490333499 0.213254180984
